id,quality
6362,6
3349,5
1954,6
1775,5
3525,6
4731,5
2761,6
4278,6
5060,6
477,7
2923,5
4193,4
4174,5
729,6
5340,5
3405,6
5321,6
3821,5
2982,6
51,6
717,5
1141,6
5437,5
1613,5
2126,5
4095,5
81,6
3692,6
2057,6
415,5
5032,6
1040,6
6024,5
6479,6
6102,5
969,5
4236,6
1135,5
982,6
1334,6
6458,6
4885,6
4828,6
2823,5
4068,6
6203,7
5188,6
1496,6
484,6
1404,5
874,6
4853,6
5212,5
782,6
5347,6
5334,4
5716,5
2755,5
4984,6
4220,6
4246,6
66,7
828,5
1679,5
3538,4
1877,5
6147,5
2947,6
5122,6
3658,7
2301,7
1192,5
3640,6
1692,6
2900,6
5564,5
5352,5
3017,5
5165,5
4649,7
2820,4
5917,5
3140,5
2383,5
6010,5
743,6
1921,5
1606,6
5569,5
263,5
4963,5
4374,5
6165,5
3799,6
6345,6
2320,6
4530,7
6066,6
867,5
1647,5
226,5
5098,5
6489,5
22,7
2430,6
3152,5
41,6
3717,6
865,6
4440,5
2779,5
749,5
585,5
1662,5
4838,6
4804,7
683,5
452,6
2784,5
6002,5
1423,8
644,5
2591,5
1814,5
280,6
435,7
5996,5
2913,6
3418,6
1757,6
2882,6
6497,5
5285,6
1038,6
1356,5
3638,6
640,6
2527,6
766,5
30,6
5498,8
95,6
1143,6
2095,5
5629,7
5846,5
5262,6
5495,7
4408,6
2007,7
2948,6
2864,7
2668,5
1366,6
5465,5
4646,7
734,5
5090,5
1579,6
5688,6
